,0,1,date
12,['Software maker Jamf Holding raises $468 mln in U.S. IPO'],https://www.reuters.com/article/jamf-holding-corp-ipo/software-maker-jamf-holding-raises-468-mln-in-u-s-ipo-idUSL3N2ES4YP,2020-07-21
13,"[""Analysts warn of 'double edged sword' in China market rally as investors indulge in frenzied, risky trading""]",https://www.cnbc.com/2020/07/22/china-markets-rally-analysts-warn-of-margin-trading-among-retail-investors.html,2020-07-21
14,"['Asia markets to open lower on pandemic worries, shrugging off U.S. equities upswing']",https://www.reuters.com/article/us-global-markets/asia-markets-to-open-lower-on-pandemic-worries-shrugging-off-u-s-equities-upswing-idUSKCN24M34U,2020-07-21
15,"['GLOBAL MARKETS-Asia markets to open lower on pandemic worries, shrugging off U.S. equities upswing']",https://www.reuters.com/article/global-markets/global-markets-asia-markets-to-open-lower-on-pandemic-worries-shrugging-off-u-s-equities-upswing-idUSL2N2ES272,2020-07-21
16,['Battered Rupiah Likely to Face Another Month of Losses'],https://www.bloomberg.com/news/articles/2020-07-21/curse-of-august-looms-next-for-indonesia-s-battered-rupiah?srnd=markets-vp,2020-07-21
17,"['Jamf prices IPO at $26 a share, way above range']",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/_nX_xnxFJCg/story.aspx,2020-07-21
18,"['REFILE-UPDATE 6-Democrats want more money, more detail after meeting Trump team on coronavirus relief']",https://www.reuters.com/article/healthcoronavirus-usa-congress/refile-update-6-democrats-want-more-money-more-detail-after-meeting-trump-team-on-coronavirus-relief-idUSL2N2ES18O,2020-07-21
19,"[""China's latest starfish-shaped airport set to boost tourism in northeast""]",https://www.cnn.com/travel/article/qingdao-jiaodong-international-airport-china/index.html,2020-07-21
20,"[""Burger King wins dismissal of vegans' lawsuit over Impossible Whopper""]",https://www.reuters.com/article/rstrnt-brnd-burger-king-impossible-whopp/burger-king-wins-dismissal-of-vegans-lawsuit-over-impossible-whopper-idUSL2N2ES2CA,2020-07-21
21,"['This might be ‘the worst time in history’ to pile into these stocks, but investors keep doing it anyway']",https://www.marketwatch.com/story/this-might-be-the-worst-time-in-history-to-pile-into-these-stocks-but-investors-keep-doing-it-anyway-2020-07-21,2020-07-21
22,['These American mercenaries were the heroes of China'],https://www.cnn.com/2020/07/21/asia/world-war-2-flying-tigers-intl-hnk-scli/index.html,2020-07-21
23,['Longer Bonds in India Win Investor Love as Yield Curve Steepens'],https://www.bloomberg.com/news/articles/2020-07-21/longer-bonds-in-india-win-investor-love-as-yield-curve-steepens?srnd=markets-vp,2020-07-21
24,"['UPDATE 3-Snap misses user growth estimates, shares fall']",https://www.reuters.com/article/snap-results/update-3-snap-misses-user-growth-estimates-shares-fall-idUSL3N2ES46W,2020-07-21
25,"[""Mexico's Aeromexico calls for investor meeting on Aug. 6""]",https://www.reuters.com/article/aeromexico-bankruptcy/mexicos-aeromexico-calls-for-investor-meeting-on-aug-6-idUSL2N2ES1LA,2020-07-21
26,"[""How deep are Britain and China's economic ties?""]",https://www.bbc.co.uk/news/business-53468925,2020-07-21
27,['Study indicates immunity wanes quickly for mild infections'],https://edition.cnn.com/world/live-news/coronavirus-pandemic-07-21-20-intl/h_30a96ec10486047a9811c510ad0a45c1,2020-07-21
28,"['Republicans want more direct stimulus payments, McConnell says']",https://www.foxbusiness.com/economy/mcconnell-stimulus-checks-relief-package,2020-07-21
29,['Amazon-owned firm in Black Lives Matter legal claim'],https://www.bbc.co.uk/news/business-53492868,2020-07-21
30,"[""RPT-EXCLUSIVE-Singapore's Agritrade has potential investors-source""]",https://www.reuters.com/article/singapore-agritrade-international/rpt-exclusive-singapores-agritrade-has-potential-investors-source-idUSL3N2ES3P5,2020-07-21
31,"[""China's Huatai joins chase to bank rich retail investors trading offshore""]",https://www.reuters.com/article/huatai-intl-strategy/chinas-huatai-joins-chase-to-bank-rich-retail-investors-trading-offshore-idUSL8N2DM08F,2020-07-21
32,"['New York, London Get Hit Hardest in Mega-Mansion Sales Plunge']",https://www.bloomberg.com/news/articles/2020-07-21/new-york-london-get-hit-hardest-in-mega-mansion-sales-plunge?srnd=markets-vp,2020-07-21
33,"['In shift of tone, Trump says pandemic will probably get worse before it gets better']",https://www.cnn.com/2020/07/21/politics/trump-coronavirus-briefing/index.html,2020-07-21
34,"[""UPDATE 4-Argentina's $65 bln debt deal inches closer despite standoff""]",https://www.reuters.com/article/argentina-debt/update-4-argentinas-65-bln-debt-deal-inches-closer-despite-standoff-idUSL2N2ES0X0,2020-07-21
35,"['UPDATE 6-Democrats want more money, more detail after meeting Trump team on coronavirus relief']",https://www.reuters.com/article/healthcoronavirus-usa-congress/update-6-democrats-want-more-money-more-detail-after-meeting-trump-team-on-coronavirus-relief-idUSL2N2ES18O,2020-07-21
36,['Brazil to put forward further tax reform proposals in 20-30 days -federal revenue chief'],https://www.reuters.com/article/brazil-tax-proposals/brazil-to-put-forward-further-tax-reform-proposals-in-20-30-days-federal-revenue-chief-idUSS0N2DZ019,2020-07-21
37,['High-Flying Indonesian Retail Stock Has Little Room for Error'],https://www.bloomberg.com/news/articles/2020-07-21/high-flying-indonesian-retail-stock-has-little-room-for-error?srnd=markets-vp,2020-07-21
38,"['Virus relief package must cost at least $1.5 trillion to ward off a double-dip recession, top economist Mark Zandi estimates']",https://www.cnbc.com/2020/07/21/virus-aid-package-must-be-at-least-1point5-trillion-economist-mark-zandi.html,2020-07-21
39,"['Stock futures open slightly lower amid earnings, stimulus talks']",https://finance.yahoo.com/news/stock-market-news-live-july-22-2020-222239114.html,2020-07-21
40,['Brazil economy reacting positively to emergency measures -central bank director'],https://www.reuters.com/article/brazil-cenbank/brazil-economy-reacting-positively-to-emergency-measures-central-bank-director-idUSS0N2DZ01B,2020-07-21
41,['UPDATE 3-United warns travel demand will languish until COVID-19 vaccine'],https://www.reuters.com/article/united-arlns-results/update-3-united-warns-travel-demand-will-languish-until-covid-19-vaccine-idUSL2N2ES1W4,2020-07-21
42,['Biogen names Michael McDonnell as new CFO'],http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/V7OOyHKes30/story.aspx,2020-07-21
43,['Stock futures flat ahead of major technology earnings'],https://www.cnbc.com/2020/07/21/stock-market-futures-open-to-close-news.html,2020-07-21
44,['Fannie Mae Draws a Zero-Dollar Price Target Due to Dilution'],https://www.bloomberg.com/news/articles/2020-07-21/fannie-mae-draws-a-zero-dollar-price-target-due-to-dilution?srnd=markets-vp,2020-07-21
45,['Asia Stock Futures Retreat; Treasuries Tick Up: Markets Wrap'],https://www.bloomberg.com/news/articles/2020-07-21/asia-stock-futures-retreat-treasuries-tick-up-markets-wrap?srnd=markets-vp,2020-07-21
46,"['Stocks making the biggest moves after hours: Snap, United Airlines, Capital One and more']",https://www.cnbc.com/2020/07/21/stocks-making-the-biggest-moves-after-hours-snap-united-airlines-capital-one-and-more.html,2020-07-21
47,['Supply Cuts Boost Canadian Oil Producers'],https://www.wsj.com/articles/supply-cuts-boost-canadian-oil-producers-11595323800,2020-07-21
48,['UPDATE 2-United warns travel demand will languish until COVID-19 vaccine'],https://www.reuters.com/article/united-arlns-results/update-2-united-warns-travel-demand-will-languish-until-covid-19-vaccine-idUSL2N2ES1W4,2020-07-21
49,['Retail Trading Boom Gives TD Record Contribution From Ameritrade'],https://www.bloomberg.com/news/articles/2020-07-21/retail-trading-boom-gives-td-record-contribution-from-ameritrade?srnd=markets-vp,2020-07-21
50,['Hertz inks temporary deal with creditors linked to fleet-reduction plan'],http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/UZsvd7fsJNw/story.aspx,2020-07-21
51,"['E-brokers TD Ameritrade, Interactive Brokers sustained record retail trading volumes in the second quarter']",https://www.cnbc.com/2020/07/21/e-brokers-td-ameritrade-interactive-brokers-sustained-record-retail-trading-volumes-in-the-second-quarter.html,2020-07-21
52,['Insurers lobby for federal pandemic insurance program'],https://www.cnbc.com/2020/07/21/insurers-lobby-for-federal-pandemic-insurance-program.html,2020-07-21
53,['Mexico central bank likely to cut key rate 50 bp in August -Citibanamex survey'],https://www.reuters.com/article/mexico-economy-survey/mexico-central-bank-likely-to-cut-key-rate-50-bp-in-august-citibanamex-survey-idUSL2N2ES1ZX,2020-07-21
54,"['UPDATE 1-S&P 500 turns positive for 2020, but most stocks are missing the party']",https://www.reuters.com/article/usa-stocks-performance/update-1-sp-500-turns-positive-for-2020-but-most-stocks-are-missing-the-party-idUSL2N2ES1ZB,2020-07-21
55,"['Teradyne stock rises as earnings, outlook top Street view']",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/Rj3L3_OLyY8/story.aspx,2020-07-21
56,"['Pharma execs deny cutting corners in vaccine development, praise FDA for not lowering standards']",https://www.foxbusiness.com/markets/coronavirus-vaccine-development-standards-pharma-companies,2020-07-21
57,"['UPDATE 5-Next U.S. coronavirus bill to include more money for unemployed, spending -lawmakers']",https://www.reuters.com/article/healthcoronavirus-usa-congress/update-5-next-u-s-coronavirus-bill-to-include-more-money-for-unemployed-spending-lawmakers-idUSL2N2ES18O,2020-07-21
58,"[""UPDATE 3-Argentina's $65 bln debt deal inches closer despite standoff""]",https://www.reuters.com/article/argentina-debt/update-3-argentinas-65-bln-debt-deal-inches-closer-despite-standoff-idUSL2N2ES0X0,2020-07-21
59,['China Fuel Flood Has Asia Gasoline Recovery From Virus Teetering'],https://www.bloomberg.com/news/articles/2020-07-21/china-fuel-flood-has-asia-gasoline-recovery-from-virus-teetering?srnd=markets-vp,2020-07-21
60,['Macau Casinos Likely to Post $1 Billion Loss in June Quarter'],https://www.bloomberg.com/news/articles/2020-07-21/macau-casinos-likely-to-post-1-billion-loss-in-june-quarter?srnd=markets-vp,2020-07-21
61,"['UPDATE 1-Brazil tax proposal centers on new 12% VAT levy on goods, services']",https://www.reuters.com/article/brazil-economy-tax/update-1-brazil-tax-proposal-centers-on-new-12-vat-levy-on-goods-services-idUSL2N2ES1V7,2020-07-21
62,"['API data show a climb of more than 7 million barrels in U.S. crude supplies, sources say']",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/TjI_KLUoH_4/story.aspx,2020-07-21
63,['UPDATE 1-United improves quarterly cash burn but employee demand for early exits weak'],https://www.reuters.com/article/united-arlns-results/update-1-united-improves-quarterly-cash-burn-but-employee-demand-for-early-exits-weak-idUSL2N2ES1W4,2020-07-21
64,"['Gold, silver prices surge to highest levels in years']",https://www.foxbusiness.com/markets/gold-silver-surge-best-levels-years,2020-07-21
65,"['Best Buy online sales jump as shoppers snap up computers, appliances']",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/u1NCPuk8bZw/story.aspx,2020-07-21
66,"[""GLOBAL MARKETS-Stocks, euro rally on EU's massive recovery fund""]",https://www.reuters.com/article/global-markets/global-markets-stocks-euro-rally-on-eus-massive-recovery-fund-idUSL2N2ES1LT,2020-07-21
67,['United Airlines improves cash burn after matching flying to demand'],https://www.reuters.com/article/united-arlns-results/united-airlines-improves-cash-burn-after-matching-flying-to-demand-idUSB8N28F0I5,2020-07-21
68,['CANADA FX DEBT-C$ climbs to 5-week high vs U.S. dollar as oil prices rise'],https://www.reuters.com/article/canada-forex/canada-fx-debt-c-climbs-to-5-week-high-vs-u-s-dollar-as-oil-prices-rise-idUSL2N2ES1LJ,2020-07-21
69,"[""Here's what happened to the stock market on Tuesday""]",https://www.cnbc.com/2020/07/21/what-happened-to-the-stock-market-tuesday-tech-struggles-value-leads.html,2020-07-21
70,['Fast-Food Brand Arby’s Dabbles in Obscure Segment of Bond Market'],https://www.bloomberg.com/news/articles/2020-07-21/fast-food-brand-arby-s-dabbles-in-obscure-segment-of-bond-market?srnd=markets-vp,2020-07-21
71,"[""Fauci says he wasn't invited to Trump's coronavirus briefing today""]",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/5XvuCm2AziA/story.aspx,2020-07-21
72,['Arlo stock gains 27% after company strikes security partnership'],http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/_Ghinn9Uqtg/story.aspx,2020-07-21
73,['Canada legislators approve proposal to expand emergency wage subsidy program'],https://www.reuters.com/article/healthcoronavirus-canada-economy/canada-legislators-approve-proposal-to-expand-emergency-wage-subsidy-program-idUSL2N2ER1DI,2020-07-21
74,"['Texas Instruments stock rises on earnings, outlook beat']",http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/AlL2TXQyROo/story.aspx,2020-07-21
75,['Stocks limp into the close as fiscal stimulus efforts flail'],http://feeds.marketwatch.com/~r/marketwatch/marketpulse/~3/c10srxWsl5A/story.aspx,2020-07-21
76,['Dow Industrials End Higher as Investors Look to Earnings'],https://www.wsj.com/articles/global-stock-markets-dow-update-7-21-2020-11595323064,2020-07-21
77,['US STOCKS-S&P 500 closes slightly higher as stimulus hopes lift cyclical stocks'],https://www.reuters.com/article/usa-stocks/us-stocks-sp-500-closes-slightly-higher-as-stimulus-hopes-lift-cyclical-stocks-idUSL2N2ES1KS,2020-07-21
78,['Xi’s Radical Stock Market Reforms Shield China Firms From U.S'],https://www.bloomberg.com/news/articles/2020-07-21/xi-s-radical-stock-market-reforms-shield-china-firms-from-u-s?srnd=markets-vp,2020-07-21
79,['A Quirk of Japan’s Credit Market Is Hurting Some New Debt Sales'],https://www.bloomberg.com/news/articles/2020-07-21/a-quirk-of-japan-s-credit-market-is-hurting-some-new-debt-sales?srnd=markets-vp,2020-07-21
80,['Lockheed Martin boost sales forecast as Pentagon amps up contract awards'],https://www.foxbusiness.com/markets/lockheed-martin-boost-sales-forecast-as-pentagon-amps-up-contract-awards,2020-07-21
81,"['S&P 500 turns positive for 2020, but most stocks are missing the party']",https://www.reuters.com/article/usa-stocks-performance/sp-500-turns-positive-for-2020-but-most-stocks-are-missing-the-party-idUSL2N2ES1BZ,2020-07-21
82,['FOREX-EU virus deal sends Euro to 1-1/2 year high vs dollar'],https://www.reuters.com/article/global-forex/forex-eu-virus-deal-sends-euro-to-1-1-2-year-high-vs-dollar-idUSL2N2ES1I3,2020-07-21
83,"[""UPDATE 2-Senate panel narrowly approves Trump's Fed nominee Shelton""]",https://www.reuters.com/article/usa-fed-shelton/update-2-senate-panel-narrowly-approves-trumps-fed-nominee-shelton-idUSL2N2ES1EG,2020-07-21
84,['TREASURIES-Yields dip as economic stimulus talks intensify'],https://www.reuters.com/article/usa-bonds/treasuries-yields-dip-as-economic-stimulus-talks-intensify-idUSL2N2ES0UT,2020-07-21
85,"[""Tesla's Musk qualifies for $2.1 billion payday""]",https://www.reuters.com/article/tesla-stocks-musk/teslas-musk-qualifies-for-2-1-billion-payday-idUSL2N2EO128,2020-07-21
86,"['GLOBAL MARKETS-Stocks, euro rally after EU agrees to recovery fund']",https://www.reuters.com/article/global-markets/global-markets-stocks-euro-rally-after-eu-agrees-to-recovery-fund-idUSL2N2ES1BN,2020-07-21
87,"[""UPDATE 2-Argentina's $65 bln debt deal inches closer despite standoff""]",https://www.reuters.com/article/argentina-debt/update-2-argentinas-65-bln-debt-deal-inches-closer-despite-standoff-idUSL2N2ES0X0,2020-07-21
88,['Santander Chairman says EU aid agreement paves way for cross-border mergers'],https://www.reuters.com/article/eu-summit-santander-botin/santander-chairman-says-eu-aid-agreement-paves-way-for-cross-border-mergers-idUSL5N2ES6DT,2020-07-21
89,['Wells Fargo appoints Mike Santomassimo CFO'],https://www.foxbusiness.com/markets/wells-fargo-appoints-mike-santomassimo-cfo,2020-07-21
90,"['Yale Epidemiologist: Hydroxychloroquine Could Save 100,000 Lives If Widely Deployed']",http://feedproxy.google.com/~r/zerohedge/feed/~3/r9gGCmLXW6I/yale-epidemiologist-hydroxychloroquine-could-save-100000-lives-if-widely-deployed,2020-07-21
91,"['Twitter Nukes 7,000 QAnon Accounts, Restricts 150,000 More']",http://feedproxy.google.com/~r/zerohedge/feed/~3/0yIpO30iN3I/twitter-nukes-7000-qanon-accounts-restricts-150000-more,2020-07-21
92,"['Fed Policy Simplified: Lower, Longer, And ZIRP Until Something (Or Everything) Breaks']",http://feedproxy.google.com/~r/zerohedge/feed/~3/8yKU5DEgpRs/fed-policy-simplfied-lower-longer-and-zirp-until-something-or-everything-breaks,2020-07-21
93,"['US Blacklists 11 Chinese Firms For Uighur Forced Labor, DNA & Human Hair Collection']",http://feedproxy.google.com/~r/zerohedge/feed/~3/o-spXu-8Al8/us-blacklists-11-chinese-firms-uighur-forced-labor-dna-human-hair-collection,2020-07-21
94,['US Suffers Biggest Jump In COVID-19 Deaths Since May 29: Live Updates'],http://feedproxy.google.com/~r/zerohedge/feed/~3/I0Elx76NyoI/covid-19-outbreaks-us-russia-india-show-promising-slowdown-china-imposes-new,2020-07-21
95,"[""Smithsonian Institution Explains That 'Rationality' & 'Hard Work' Are Racist""]",http://feedproxy.google.com/~r/zerohedge/feed/~3/K9pyDFNBg5E/smithsonian-institution-explains-rationality-hard-work-are-racist,2020-07-21
96,"['Silver Accelerates As Asia Opens, Surges To 7 Year Highs']",http://feedproxy.google.com/~r/zerohedge/feed/~3/enrke3MVzZg/silver-accelerates-asia-opens-surges-7-year-highs,2020-07-21
97,['Wednesday: Existing Home Sales'],http://feedproxy.google.com/~r/CalculatedRisk/~3/WYzcssoYfs4/wednesday-existing-home-sales.html,2020-07-21
98,"[""US Joins India In Large Naval Drills On Heels Of Last Month's Deadly Border Clash\xa0With China""]",http://feedproxy.google.com/~r/zerohedge/feed/~3/KwDjEsDbdX8/us-joins-india-large-naval-drills-heels-last-months-deadly-border-clash-china,2020-07-21
99,['A Nation Falling Apart'],http://feedproxy.google.com/~r/zerohedge/feed/~3/Dy_lzd9y9UM/nation-falling-apart,2020-07-21
100,['More People Contract COVID-19 From Family Members Than Outside Contacts: CDC'],http://feedproxy.google.com/~r/zerohedge/feed/~3/pDA0W4-sVkY/more-people-contract-covid-19-family-members-outside-contacts-cdc,2020-07-21
101,['July 21 COVID-19 Test Results'],http://feedproxy.google.com/~r/CalculatedRisk/~3/CaZy3b57-Pw/july-21-covid-19-test-results.html,2020-07-21
102,['New York City Subway Usage'],http://feedproxy.google.com/~r/CalculatedRisk/~3/YbREmby63OA/new-york-city-subway-usage.html,2020-07-21
103,"[""The EU's Stimulus Package Fails Three Ways""]",https://www.thestreet.com/mishtalk/economics/the-eus-stimulus-package-fails-three-ways,2020-07-21
104,['Tuesday links: frustrated active managers'],http://feedproxy.google.com/~r/abnormalreturns/~3/BvBUP0k2U50/,2020-07-21
105,['Research links: diversifiable risks'],http://feedproxy.google.com/~r/abnormalreturns/~3/6xKEWeiXSeg/,2020-07-21
106,['Ray Dalio Invested in These Stocks in Q1: Should You?'],https://marketrealist.com/2020/07/ray-dalio-invested-these-stocks-q1-should-you/,2020-07-21
107,['Philip Morris Stock Rose 3% Due to Earnings Surprise'],https://marketrealist.com/2020/07/philip-morris-stock-rose-3-earnings-surprise/,2020-07-21
108,['Thoughts on CARES II: Additional Disaster Relief'],http://feedproxy.google.com/~r/CalculatedRisk/~3/YrRqJNCkYos/thoughts-on-cares-ii-additional.html,2020-07-21
109,['OrganiGram Stock Falls after Disappointing Q3 Earnings'],https://marketrealist.com/2020/07/organigram-stock-falls-after-disappointing-q3-earnings/,2020-07-21
110,['Should You Buy SNAP Stock before Its Q2 Earnings?'],https://marketrealist.com/2020/07/should-you-buy-snap-stock-before-q2-earnings/,2020-07-21
111,['Is Starbucks a ‘Buy’ after Wells Fargo’s Overweight Rating?'],https://marketrealist.com/2020/07/is-starbucks-buy-wells-fargos-overweight-rating/,2020-07-21
112,['Amazon Stock Price Maintains Big Upside after Monday Spike'],https://marketrealist.com/2020/07/amazon-stock-maintains-big-upside/,2020-07-21
113,['My Favorite Investing Book'],https://howardlindzon.com/my-favorite-investing-book/,2020-07-21
114,"['Chicago Fed National Activity ""Index Suggests Economic Growth Increased Further in June""']",http://feedproxy.google.com/~r/CalculatedRisk/~3/EZsMhHBl_Ug/chicago-fed-national-activity-index.html,2020-07-21
115,['Unprecedented Recession Synchronization and What it Means'],https://www.thestreet.com/mishtalk/economics/unprecedented-recession-synchronization-and-what-it-means,2020-07-21
116,['Deal Reached at the EU Summit'],http://vantagepointtrading.com/deal-reached-at-the-eu-summit/,2020-07-21
117,['How are traders navigating recent Stock Market Volatility?'],http://vantagepointtrading.com/how-are-traders-navigating-recent-stock-market-volatility/,2020-07-21
118,['How NIO Stock Shrugged Off the GS Downgrade'],https://marketrealist.com/2020/07/how-nio-stock-shrugged-off-gs-downgrade/,2020-07-21
119,"['Microsoft Reports Earnings Tomorrow, Stock Shows 23% Upside']",https://marketrealist.com/2020/07/microsoft-reports-earnings-tomorrow-stock-shows-23-upside/,2020-07-21
120,"['eBay Classifieds Finds Buyer, Deal Could Mirror Flipkart Pact']",https://marketrealist.com/2020/07/ebay-classifieds-finds-buyer-mirror-flipkart-pact/,2020-07-21
121,['Tesla’s Q2 Earnings Release Is Its Most Important Ever'],https://marketrealist.com/2020/07/tesla-q2-earnings-most-important-ever/,2020-07-21
122,"['Surprise Not: EU Reaches ""Fist-Banging"" Deal']",https://www.thestreet.com/mishtalk/economics/surprise-not-eu-reaches-fist-banging-deal,2020-07-21
123,['S&P Edging a Breakout?'],http://feedproxy.google.com/~r/FallondStockPicks/~3/BS53tm6Rbt4/s-edging-breakout.html,2020-07-21
124,['July 20 COVID-19 Test Results'],http://feedproxy.google.com/~r/CalculatedRisk/~3/GDxaoOO_BHE/july-20-covid-19-test-results.html,2020-07-21
125,"[""How Trump's Covid Handling Wrecked His Election Chances""]",https://www.thestreet.com/mishtalk/politics/how-trumps-covid-handling-wrecked-his-election-chances,2020-07-21
126,['“Don’t Fight the Narrative”'],http://feedproxy.google.com/~r/dailyreckoning/~3/e_DwNJCyqps/,2020-07-21
127,"['MBA Survey: ""Share of Mortgage Loans in Forbearance Decreases for Fifth Straight Week to 7.80%"" of Portfolio Volume']",http://feedproxy.google.com/~r/CalculatedRisk/~3/wZPIAtaNuK8/mba-survey-share-of-mortgage-loans-in_20.html,2020-07-21
128,['Lawler: Serious Delinquency Rate on FHA-Insured SF Loans Surged in June'],http://feedproxy.google.com/~r/CalculatedRisk/~3/Dg93TTNb420/lawler-serious-delinquency-rate-on-fha.html,2020-07-21
129,['Monday links: the real scarcity'],http://feedproxy.google.com/~r/abnormalreturns/~3/KRtkWqyCt9A/,2020-07-21
130,['Gold Advocate Judy Shelton May Soon Be on the Fed'],https://www.thestreet.com/mishtalk/economics/gold-advocate-judy-shelton-may-soon-be-on-the-fed,2020-07-21
131,['Tencent: Game-Changing Moves'],https://seekingalpha.com/article/4359398-tencent-game-changing-moves?source=feed_tag_editors_picks,2020-07-21
132,"[""AGNC Investment's Q2 2020 Income Statement And Earnings Projection - Part 2 (Includes Dividend Sustainability Metric And Recommendation)""]",https://seekingalpha.com/article/4359397-agnc-investments-q2-2020-income-statement-and-earnings-projection-part-2-includes-dividend?source=feed_tag_editors_picks,2020-07-21
133,"['Sacramento Housing in June: Sales decline 1% YoY, Active Inventory down 37% YoY']",http://feedproxy.google.com/~r/CalculatedRisk/~3/0aFrbMEgPfU/sacramento-housing-in-june-sales.html,2020-07-21
134,['Moderna Stock Might Not Be The Play For Moderna Bulls'],https://seekingalpha.com/article/4359377-moderna-stock-might-not-be-play-for-moderna-bulls?source=feed_tag_editors_picks,2020-07-21
135,['Adviser links: digital primacy'],http://feedproxy.google.com/~r/abnormalreturns/~3/0iKgBka17yw/,2020-07-21
136,['Comments on BLS Reference Week'],http://feedproxy.google.com/~r/CalculatedRisk/~3/cocqdQ_odLw/comments-on-bls-reference-week.html,2020-07-21
137,['Chevron Buys Noble In $13 Billion Accretive Deal: Similar To Anadarko Buyout Attempt'],https://seekingalpha.com/article/4359357-chevron-buys-noble-in-13-billion-accretive-deal-similar-to-anadarko-buyout-attempt?source=feed_tag_editors_picks,2020-07-21
138,['Momentum Monday – From Frothy To Constructive'],https://howardlindzon.com/momentum-monday-from-frothy-to-constructive/,2020-07-21
139,['Controlled Aggression: Trading Like A Sniper'],http://traderfeed.blogspot.com/2020/07/controlled-aggression-trading-like.html,2020-07-21
140,['A Bullish Case for European Equities'],http://vantagepointtrading.com/a-bullish-case-for-european-equities/,2020-07-21
141,['Monetary Policy Meeting Minutes to Move the AUD Pairs'],http://vantagepointtrading.com/monetary-policy-meeting-minutes-to-move-the-aud-pairs/,2020-07-21
142,['The Best-Performing Gold And Silver Miners YTD: July 2020'],https://seekingalpha.com/article/4359308-best-performing-gold-and-silver-miners-ytd-july-2020?source=feed_tag_editors_picks,2020-07-21
143,"[""How COVID Panic Can Be Leading To A New 'Goldilocks' Scenario""]",https://seekingalpha.com/article/4359284-how-covid-panic-can-be-leading-to-new-goldilocks-scenario?source=feed_tag_editors_picks,2020-07-21
144,['Italy Accuses Wealthy North European States of Blackmail'],https://www.thestreet.com/mishtalk/economics/italy-accuses-wealthy-north-european-states-of-blackmail,2020-07-21
145,['Kemp Files Emergency Order to Stop Mayor From Talking'],https://www.thestreet.com/mishtalk/economics/kemp-files-emergency-order-to-stop-mayor-from-talking,2020-07-21
146,['Still waiting for S&P and Russell 2000 Breakouts'],http://feedproxy.google.com/~r/FallondStockPicks/~3/AWeogQRaryg/still-waiting-for-s-and-russell-2000.html,2020-07-21
147,['Trump Downplays Outbreak as Sniffles and Burning Embers'],https://www.thestreet.com/mishtalk/economics/trump-downplays-outbreak-as-sniffles-and-burning-embers,2020-07-21
